street_nam,lat,lon
E ANDORA HILLS DR,-111.88222119754653,33.82897411239982
E ANDREW DR,-111.73235654173408,33.60231350836054
E ANGEL SPIRIT DR,-111.89714773369535,33.67126230692785
E ANGELA DR,-111.96501298167676,33.6451204936487
E ANGUS DR,-111.90575541635182,33.48611142845337
E ANIKO DR,-111.86200463912401,33.82121473823305
E ANN WY,-111.89814418226022,33.59873680970466
E ANNETTE DR,-111.97492182287334,33.65437533123206
E ANTIOCH WY,-111.90662947696921,33.73942496872199
E APACHE PLUME DR,-111.87779197698075,33.72564490007854
E APACHE RAIN RD,-111.97369787184577,33.78598593704233
E APACHE VISTAS DR,-111.8363583093494,33.85720011795048
E APPALOOSA PL,-111.81445721333316,33.57431106194401
E APPALOOSA TR,-111.89866524674916,33.58120332656846
E ARABIAN PARK DR,-111.82597486973462,33.57658822392588
E ARABIAN TR,-111.89933378577147,33.57920023769481
E ARABIAN WY,-111.95447600310168,33.56932869369325
E ARCADIA LN,-111.9631881786166,33.5004909581941
E ARGYLE DR,-111.96040860055858,33.49526106887688
E ARIZONA PARK PL,-111.88831409901645,33.58940854001494
E ARLINGTON RD,-111.91313406778984,33.51729940846333
E ARMOR ST,-111.97421763555955,33.75242825515296
E ARMOUR CR,-111.7127524822583,33.58346880088844
E ARROW DR,-111.72688392110953,33.612251534291424
E ARROYA RD,-111.94882095077021,33.846208159525936
E ARROYO CT,-111.93482742509899,33.53926350310436
E ARROYO HONDO,-111.91284048067428,33.80524316923418
E ARROYO HONDO RD,-111.90720581532003,33.806597050978546
E ARROYO RD,-111.93361681509424,33.795121336438264
E ARROYO SECO,-111.91718049001756,33.804704340584834
E ARROYO SECO RD,-111.8991361964126,33.80513301552755
E ARROYO VERDE,-111.71351413780641,33.60903271214828
E ARROYO VERDE DR,-111.9585273998367,33.52807611547291
E ARROYO VISTA DR,-111.72484052855259,33.59782165227837
E ARTEMISA,-111.89550877953118,33.764057978443766
E ARTISAN PASS,-111.89437159213026,33.780585653136455
E ASHBROOK DR,-111.7224491665224,33.61312013986196
E ASHLER HILLS DR,-111.93546245171397,33.77751185033755
E ASPEN DR,-111.75316669096678,33.638734631425855
E ASTER DR,-111.90022071255365,33.603245905805345
E ATREVIDO,-111.90301003945054,33.75696267335672
E AUGUSTA CT,-111.71434577697,33.58398662557324
E AURORA,-111.92410510622558,33.77594353614663
E AUTOPLANE DR,-111.9020148736415,33.81765215208701
E AUTUMN SAGE DR,-111.84149214694631,33.62675869462602
E AVALON DR,-111.92706105747818,33.48309094728086
E AVENIDA EL ALBA,-111.93169286607903,33.54488999957012
E AVENIDA VIDA BUENA,-111.72853506743306,33.60751129647021
E AVENUE OF THE FOUNTAINS,-111.72215849168472,33.60598075182271
E AVILA DR,-111.75972068582095,33.62433750431989
E AZTEC PL,-111.75705540915094,33.62274799245988
E AZURA PL,-111.93562435883787,33.84886603416765
E AZURE HILLS DR,-111.9478907812591,33.85162557146569
E BACA DR,-111.70701657824536,33.62529611434848
E BADGETT LN,-111.94267248169109,33.52105093485558
E BAHIA DR,-111.86233006427976,33.63671983668548
E BAINBRIDGE AV,-111.73019479222697,33.61886585518421
E BAJADA DR,-111.84312191913284,33.7313173878276
E BAJADA RD,-111.88745991505819,33.77962110334338
E BAKER DR,-111.93870470066393,33.75572050922115
E BALANCING ROCK RD,-111.87572510597616,33.749957579190365
E BALAO DR,-111.91648035789378,33.767096209662235
E BALFOUR RD,-111.92830226837259,33.51213278798846
E BALSAM DR,-111.73238934068534,33.622154652135855
E BAR-Z LN,-111.9412534589886,33.57154035432802
E BARBARA DR,-111.92140075455559,33.44648976941422
E BARBERRY CR,-111.88127527259472,33.71686346671173
E BARBIE LN,-111.9672889991769,33.79737958548431
E BARNES DR,-111.70740884500026,33.58349433098457
E BARTLETT LAKE RD,-111.82103937673884,33.84951528034995
E BARWICK DR,-111.96569589501979,33.756223955722305
E BAYFIELD DR,-111.71987573519571,33.61348798198919
E BAYVIEW DR,-111.84888954885355,33.579717714913485
E BEAR GRASS CR,-111.87096510306529,33.72016901019567
E BEARDSLEY RD,-111.90336125136594,33.669180738717955
E BEATRICE ST,-111.9192541464168,33.45766947584475
E BEAVER TAIL DR,-111.91773373142243,33.810694913714904
E BECK LN,-111.92502877854254,33.62630388512299
E BECKER LN,-111.85137269193375,33.58316980523848
E BEEHIVE CR,-111.8853240302697,33.717857699513566
E BEELINE HI,-111.78265768359519,33.508226165688534
E BELGIAN TR,-111.89688582229375,33.580301092229085
E BELL RD,-111.9214014693746,33.640177554270565
E BELLA DR,-111.97217617891734,33.63730365709736
E BELLA VISTA,-111.84730556259106,33.56858983509318
E BELLA VISTA CR,-111.82013186194584,33.56863034412734
E BELLA VISTA DR,-111.85205629588827,33.60579841316685
E BELLEVIEW PL,-111.89571991638849,33.46337761610134
E BELLEVIEW ST,-111.91789956242224,33.46199030428767
E BELMONT AV,-111.92936103005407,33.54905051194882
E BELMONT CR,-111.93378441148089,33.548487871307756
E BENNIE GONZALES WY,-111.92073510060813,33.493968311720124
E BENT TREE DR,-111.91042179795542,33.73545511826478
E BERNEIL DR,-111.94445625340391,33.57013104370966
E BERNEIL LN,-111.94305694311147,33.57053511977545
E BERRIDGE LN,-111.90337798731659,33.52545526214878
E BERYL AV,-111.91142846815927,33.57973727085269
E BETONY DR,-111.84705454680872,33.63109449012639
E BETTY ELYSE LN,-111.95293893445887,33.62742666617088
E BEVERLY LN,-111.94417534253292,33.63414041874039
E BIG HORN PY,-111.77802071741007,33.636799774868635
E BISBEE RD,-111.91398312449155,33.54365515133171
E BLACK MOUNTAIN RD,-111.90191448125402,33.799356735166086
E BLACK ROCK RD,-111.8691930561174,33.70300564714842
E BLANCHE DR,-111.93071939676382,33.62349103102117
E BLOOMFIELD DR,-111.80277983407943,33.5994076808193
E BLOOMFIELD RD,-111.94496121246846,33.599678937664365
E BLUE RIDGE DR,-111.95301179301597,33.824282412353895
E BLUE SKY DR,-111.88686878054453,33.73979153587786
E BLUE WASH RD,-111.82548175914401,33.87510512515937
E BLUEBELL LN,-111.92734825198582,33.450438743153974
E BLUEBIRD LN,-111.93266970028832,33.54346484449897
E BLUEFIELD AV,-111.97140645519185,33.65258809464809
E BOBCAT PZ,-111.76066088494721,33.63741069006528
E BOBCAT TR,-111.85502585834735,33.78075724577593
E BOBWHITE WY,-111.92962858014518,33.75151979319581
E BONITA DR,-111.911051745519,33.5114689218401
E BONNIE ROSE AV,-111.90615769528205,33.51505065074534
E BOULDER BEND RD,-111.86152296975081,33.858874492777616
E BOULDER CREEK DR,-111.91279448252206,33.812941619383096
E BOULDER DR,-111.91862819316844,33.80709230207336
E BOULDER PASS,-111.92670744534836,33.80392626644861
E BOULDERS PY,-111.9167995610965,33.79274108777409
E BOWIE RD,-111.91305951415316,33.54501731414997
E BRADFORD DR,-111.72599405212802,33.622295028274095
E BRAHMA RD,-111.88716009345924,33.85270615116342
E BRAMBLE BERRY LN,-111.92896138329704,33.782630587612424
E BRANDING IRON RD,-111.89549630934766,33.8427428901987
E BRANTLEY DR,-111.70591075375344,33.610564795637956
E BREATHLESS DR,-111.91143485761083,33.81587463500294
E BREEZE TREE WY,-111.91525099477363,33.670950569389106
E BRET HILLS DR,-111.94595228089845,33.5544687538021
E BRIARWOOD DR,-111.7218807746087,33.62141485954081
E BRIDLE PL,-111.88429655923758,33.677876280699834
E BRILL ST,-111.9754608052748,33.4642225758182
E BRILLIANT SKY DR,-111.94146437925897,33.795212187659686
E BRISA DR,-111.92298531987167,33.768016244422164
E BRITT CT,-111.7146597095491,33.61186575624987
E BRITTLEBRUSH LN,-111.74098033389278,33.61572428926947
E BRODIEA DR,-111.73744286230954,33.60357744092563
E BROKEN ARROW DR,-111.88163242209029,33.802680433166344
E BROKEN SPUR DR,-111.86734437153889,33.83822675328449
E BRONCO DR,-111.93251811148832,33.55030949132894
E BRONCO TR,-111.87950667878907,33.7170060266293
E BUCKBOARD CT,-111.76724546843795,33.610833282648784
E BUCKHORN DR,-111.84596969164235,33.73272722503911
E BUCKHORN TR,-111.92771944567968,33.73315856538911
E BUCKSHOT PL,-111.8828384937744,33.678900247894326
E BUCKSKIN RD,-111.8009728567464,33.59088554838881
E BUCKSKIN TR,-111.85191738863932,33.71383778286488
E BUENA TERRA WY,-111.91347281832856,33.51797459752571
E BUMBLEBEE PL,-111.7459797528757,33.639551142580046
E BUNKER HILL DR,-111.92902089039367,33.455491586715084
E BURNSIDE TR,-111.93041725466713,33.77825145308938
E BURRO DR,-111.7372439194449,33.59101110100083
E BURSAGE DR,-111.73842034322352,33.61498040792135
E BUTEO DR,-111.88402666041932,33.66936765702491
E BUTHERUS DR,-111.88051557506034,33.621751290773815
E BUTLER DR,-111.9592675533817,33.560679467206626
E BUTTE CANYON CR,-111.96630598574525,33.81144793406038
E BUTTE CANYON DR,-111.96357219127475,33.81268845272398
E CABALLO CR,-111.92834567961222,33.562549436291796
E CABALLO DR,-111.94766196639169,33.562077865239544
E CABALLO LN,-111.95186774089024,33.56356232638173
E CACTUS DR,-111.74225507481994,33.615789156131605
E CACTUS FLOWER WY,-111.75422223552926,33.615441456691585
E CACTUS RD,-111.90117886983664,33.59688698653137
E CACTUS TRAIL,-111.86730154588045,33.64139164323081
E CACTUS WREN CR,-111.8970062398854,33.795098117036645
E CACTUS WREN CT,-111.73992988155514,33.62290468990206
E CACTUS WREN PL,-111.93820857319425,33.535155479529685
E CACTUS WREN RD,-111.93051565776315,33.53484736553862
E CAHAVA RANCH RD,-111.96906102570262,33.859839190482404
E CAIDA DEL SOL DR,-111.9766049320851,33.562159909029106
E CALAVAR DR,-111.97218425994187,33.612054278638524
E CALAVERAS AV,-111.70871873413033,33.618398358962985
E CALICO DR,-111.70688130212328,33.61537300731548
E CALIENTE DR,-111.70422594803773,33.621495676903095
E CALISTOGA CR,-111.91819193954237,33.68656961627328
E CALLE BRUVIRA,-111.94534792370519,33.56054217896976
E CALLE BUENA VISTA,-111.89395825617393,33.69608856846892
E CALLE CAMELIA,-111.94926505779756,33.49160537107827
E CALLE DE ALEGRIA,-111.9006527144745,33.69658138333548
E CALLE DE BACA,-111.96593851829972,33.77274588821604
E CALLE DE CIELO,-111.86440720091676,33.57023964196508
E CALLE DE CIELO CR,-111.86447900243245,33.57024880902765
E CALLE DE LAS BRISAS,-111.88498128058352,33.6919572359784
E CALLE DE LAS ESTRELLAS,-111.94644592987606,33.775504827563935
E CALLE DE LOS ARBOLES,-111.97004461236274,33.776493445882565
E CALLE DE LOS FLORES,-111.97213773089788,33.77275130620411
E CALLE DE MANDEL,-111.9480940946741,33.73831868084692
E CALLE DE VALLE,-111.87800607560875,33.696231669341095
E CALLE DE VALLE DR,-111.86912244291452,33.69505929184273
E CALLE DEL FLORES,-111.71238429309425,33.61758559247693
E CALLE DEL MEDIA,-111.94754507023266,33.496578748239976
E CALLE DEL MEDIO,-111.96703733426709,33.49741055633367
E CALLE DEL NORTE,-111.95873478667218,33.498158321925196
E CALLE DEL ORO,-111.71391102270931,33.61996669054665
E CALLE DEL PAISANO,-111.95340246466738,33.492213833526144
E CALLE DEL PALO VERDE,-111.89291687686612,33.6934854064446
E CALLE DEL SOL,-111.91637683080319,33.74328286978349
E CALLE DEL SUD,-111.95030561866442,33.49572192286391
E CALLE FACIL,-111.90483301461677,33.75688102698111
E CALLE LA FUENDA,-111.71358474779667,33.619440135180845
E CALLE MIRAMONTE,-111.81465089841836,33.69279022820922
E CALLE PRIMERA VISTA,-111.92189234304445,33.78326699198814
E CALLE REDONDA,-111.96416496944943,33.492257043157544
E CALLE REDONDO,-111.93825727093315,33.49402634204265
E CALLE ROSA,-111.94560759678882,33.49327728210947
E CALLE SERENA,-111.81621109995913,33.69249427341975
E CALLE TUBERIA,-111.96119744364138,33.49411848763594
E CALLE VENTURA,-111.9681286147982,33.4933897994115
E CAMBRIDGE AV,-111.9387815409441,33.47742512707388
E CAMEL HILL DR,-111.96292543644495,33.5024741242484
E CAMELBACK MANOR DR,-111.96589177347958,33.52502968007689
E CAMELBACK RD,-111.91530337772754,33.50236929172544
E CAMELDALE WY,-111.95208498915378,33.519414688836626
E CAMELLO RD,-111.96407652800497,33.504889135111405
E CAMELOT CT,-111.86193413030443,33.62161979458448
E CAMELVIEW DR,-111.75459264102422,33.56832531452647
E CAMINO ADELE,-111.9030819867628,33.70140435622451
E CAMINO DE LA CRUZ DR,-111.95587694452517,33.86670912456838
E CAMINO DE LOS RANCHO,-111.93888702782469,33.60768936471281
E CAMINO DEL MONTE,-111.90786006113058,33.70243666367323
E CAMINO DEL SANTO,-111.87337786557937,33.607078611619286
E CAMINO PUESTA DEL SOL,-111.9194318069176,33.781163615328126
E CAMINO RAYO DE LUZ,-111.9224028346953,33.78427628650753
E CAMINO REAL,-111.90381893092427,33.70333133482419
E CAMINO ROCOSO,-111.90618961901676,33.75907779680724
E CAMINO SALIDA DEL SOL,-111.91943499935661,33.78319581880433
E CAMINO SANTO,-111.93316661996313,33.606781018606135
E CAMINO VIVAZ,-111.90397781575108,33.69992232009431
E CAMPANA,-111.89556668270596,33.756870567705704
E CAMPO ALLEGRE LN,-111.93778815179526,33.447570792726125
E CAMPO BELLO DR,-111.95002610668506,33.6442003896686
E CAMPO DESIERTO RD,-111.93622835879484,33.45228473943692
E CANDELARIA DR,-111.90900361505203,33.689206545958314
E CANDLEWOOD CR,-111.88573865149439,33.718933368372724
E CANDLEWOOD DR,-111.85228669983941,33.71953022230658
E CANNON DR,-111.85645968747065,33.58107749726645
E CANOTIA PL,-111.95492779784357,33.80142258674162
E CANTLE WY,-111.87845230977375,33.68283442022774
E CANYON CREEK CR,-111.95849747491066,33.80486895855479
E CANYON CREST CT,-111.7608971947909,33.60057502351464
E CANYON CROSS WY,-111.8432386107215,33.68237940318872
E CANYON CROSSINGS DR,-111.95879730961789,33.80956516072572
E CANYON MESA WY,-111.88324132593007,33.67918456478766
E CANYON RD,-111.9498763478623,33.829294691541776
E CANYON RIDGE NORTH DR,-111.96060710826836,33.811119706374555
E CANYON SPRINGS DR,-111.95863157578887,33.858640370153594
E CANYON VIEW,-111.8804238045387,33.64988808619399
E CANYON WREN CR,-111.92896854595685,33.795175964541585
E CAPTAIN DREYFUS AV,-111.8952396230583,33.604813403178746
E CAREFREE DR,-111.91258728568202,33.82469464572505
E CAREFREE ESTATES CR,-111.91113021679698,33.82418310306543
E CAREFREE HI,-111.97083287633369,33.799252334401466
E CAREFREE MOUNTAIN DR,-111.95407911540661,33.80580493044078
E CAREFREE WY,-111.84058246911081,33.84290332133076
E CARIBBEAN LN,-111.86411815312574,33.62528663994387
E CARLA WY,-111.86089811897314,33.649088328151144
E CARLISE RD,-111.99798026574439,33.82453661371835
E CARMEL DR,-111.7296605592865,33.62258228010585
E CARMELITA CT,-111.75116786536577,33.6230773704736
E CARNATION CR,-111.95016366167525,33.48257103333126
E CAROL AV,-111.83915709263282,33.57319079698718
E CAROL WY,-111.89609730862668,33.598621851508646
E CAROLINA DR,-111.96044944930067,33.628775250179736
E CARON CR,-111.95274616325715,33.57355304343624
E CARON DR,-111.93327752100436,33.573983252370596
E CARON ST,-111.87905227986215,33.56905663279078
E CARRIAGE DR,-111.95322421941101,33.81801768206662
E CARRIAGE TRAILS DR,-111.92908853200326,33.75469408135512
E CASA GRANDE RD,-111.91589556763346,33.54645800071707
E CASCADE DR,-111.71272625622517,33.625372378869265
E CASCALOTE DR,-111.97398481070054,33.76080421658885
E CASEY LN,-111.91494663395092,33.754584046440954
E CASINO AT TALKING STICK DR,-111.87191875540333,33.54106988948436
E CASITAS CR,-111.92028008115179,33.799989765428954
E CASITAS DEL RIO DR,-111.87654953108326,33.69714894135122
E CASITAS WY,-111.92029388811977,33.80116494620451
E CASPER CR,-111.93786924892437,33.8309758612674
E CASSIA CR,-111.91438244174446,33.801828097314626
E CASSIA WY,-111.89804115863446,33.80219077981321
E CASSIDY CT,-111.7081360965573,33.6069668717778
E CATALINA DR,-111.92385088892678,33.48172087779081
E CATAWBA PZ,-111.70331782311557,33.613911481879384
E CATESBY RD,-111.94491460936604,33.54493564331782
E CATTLE DRIVE LN,-111.86588740549568,33.67618592547224
E CATTLE HERD DR,-111.87707429021094,33.87954829574712
E CATTLE WHIP DR,-111.88265466309437,33.68220500477352
E CAVALIER DR,-111.92773609461719,33.44914168854386
E CAVALRY DR,-111.87788240829104,33.80318006513629
E CAVE CREEK PY,-112.00595201482305,33.82814717658742
E CAVE CREEK RD,-111.92624150053484,33.826504195182
E CAVEDALE DR,-111.87585180489312,33.7281464494397
E CAVERN DR,-111.74259310631834,33.60687392871788
E CAYUGA LN,-111.70193194580155,33.62410978909272
E CAYUSE CT,-111.81276084861098,33.571437265585395
E CELESTIAL DR,-111.85799282444952,33.83220720338036
E CELESTIAL ST,-111.91296275673609,33.830117060996564
E CELTIC DR,-111.86827884201738,33.610647513031545
E CENTER PY,-111.9510150512602,33.440484217844364
E CENTIPEDE DR,-111.74078619114056,33.637575523377535
E CENTURY DR,-111.91952864420367,33.52986059994228
E CENTURY LN,-111.96005406773034,33.589405664986145
E CENTURY WY,-111.91372364255906,33.81100553975628
E CERVANTES CT,-111.74135745601941,33.63383735955156
E CETONA CR,-111.84898276695893,33.82034754401262
E CHAMA RD,-111.85623910292169,33.711154227787056
E CHAPAROSA WY,-111.98005296460721,33.76877241046514
E CHAPARRAL RD,-111.90048755896055,33.50941109584353
E CHAPARRAL WY,-111.74455471962364,33.62019575014429
E CHAPARRON,-111.90451440250102,33.75784199666754
E CHARLES DR,-111.98000448880471,33.55951802135976
E CHARLESTON AV,-111.96957981255547,33.64964077678911
E CHARLTON CT,-111.7308947143049,33.61451405518376
E CHAROLAIS DR,-111.88566919802398,33.86869611407769
E CHARTER OAK CR,-111.82476575144523,33.59885237639368
E CHARTER OAK DR,-111.85282828625027,33.59923296750818
E CHARTER OAK RD,-111.92934311523884,33.59894228292912
E CHAUNCEY LN,-111.92790363884995,33.651543551681144
E CHEERY LYNN RD,-111.942572841534,33.48472637420345
E CHENEY DR,-111.9436102496142,33.545182568868114
E CHERYL DR,-111.90703929189164,33.57701895239368
E CHIA WY,-111.85518572119778,33.84265938707429
E CHICORY DR,-111.74371197421213,33.60134020239852
E CHINO DR,-111.88013033903337,33.66716241878008
E CHIQUITA DR,-111.72929464759906,33.60712142679799
E CHIRICAHUA PASS,-111.87047933349331,33.86101461272271
E CHOCTAW CR,-111.70336353605501,33.613003056148784
E CHOLLA CR,-111.84027909208285,33.83716282677025
E CHOLLA CREST TR,-111.75323420114943,33.57904194820316
E CHOLLA DR,-111.83623335850245,33.580877845770544
E CHOLLA LN,-111.93064820587668,33.52128865247978
E CHOLLA PL,-111.94671764392578,33.54762682046966
E CHOLLA RD,-111.95285600018593,33.82338938813147
E CHOLLA ST,-111.91042293883679,33.58955217032789
E CHOLUPA DR,-111.76109368101228,33.63004816128213
E CHRISTMAS CHOLLA DR,-111.86853968586064,33.72006936065527
E CHRISTOPHER LN,-111.82343495611387,33.701633667947604
E CHUCKWAGON LN,-111.87225771933693,33.802339786937964
E CHUCKWALLA TR,-111.95404133661411,33.85607195146419
E CHUPAROSA CR,-111.85920791046394,33.7215629047833
E CHUPAROSA CT,-111.75168010487178,33.613590689782704
E CHUPAROSA DR,-111.94444089349314,33.79162390990014
E CHUPAROSA LN,-111.96212959908961,33.83607805024581
E CHUPAROSA PL,-111.95347416780304,33.804247349633584
E CIBOLA RD,-111.79995009583658,33.59569898391176
E CIELO GRANDE AV,-111.9682747880822,33.6938017490789
E CIELO RUN,-111.94820097879739,33.859154381068414
E CIMARRON DR,-111.83681794388555,33.727781989879546
E CINDER CONE TR,-111.85118080881702,33.75280945651493
E CINNABAR AV,-111.85953677219615,33.578659713050875
E CINTAROSA PASS,-111.87743190389364,33.88043205110599
E CIRCLE DR,-111.89896567922244,33.452869182343825
E CIRCLE MOUNTAIN RD,-111.94016991418924,33.88615444435743
E CIRRUS DR,-111.93400752564487,33.46643341746057
E CITRUS WY,-111.90472263167042,33.52974341968952
E CITY VIEW DR,-111.87155985145537,33.64543100587731
E CLAIRE DR,-111.9580732755773,33.62031425653284
E CLAREMONT ST,-111.92286787503492,33.5279798052815
E CLARENDON AV,-111.89956551001174,33.49118702194492
E CLEARWATER PY,-111.9788944990218,33.54360645440143
E CLINTON AV,-111.87088434053743,33.5846824890673
E CLINTON ST,-111.87586018867961,33.583831946109584
E CLOUD RD,-111.99787368371497,33.81324742651199
E CLUB ESTATES DR,-111.86544861173996,33.7195402063576
E CLUB HOUSE WY,-111.89352117327688,33.693642344402
E CLUB VILLA CR,-111.91868917078205,33.80029004842134
E CLUBHOUSE CT,-111.91973196090703,33.79793139660916
E CLUBHOUSE DR,-111.92084345754253,33.80126838686373
E CLYDESDALE TR,-111.89474437119058,33.57674751219066
E COACH WHIP DR,-111.87051759805081,33.716983960943246
E COACHWHIP RD,-111.98036729521345,33.803090820537925
E COBB DR,-111.91713718030357,33.44436732145363
E COBBLESTONE DR,-111.87209868010564,33.64811823770388
E COCHISE AV,-111.85134291560652,33.58025895194406
E COCHISE DR,-111.86372255996093,33.58027411757292
E COCHISE RD,-111.88759874823516,33.5805118681279
E COLLINGWOOD PL,-111.97763210112343,33.48061667436294
E COLONY DR,-111.71534054954414,33.596723288520074
E COLUMBINE DR,-111.85274518580225,33.59959220702233
E COLUMBUS AV,-111.89430782799734,33.4897857821336
E COMMERCE CT,-111.90758159979809,33.464622494931426
E CONCORD BL,-111.92733589521636,33.45661521691689
E CONIESON RD,-111.87414128819967,33.61445822023808
E CONQUISTADORES DR,-111.89639503483409,33.694968259197
E CONTINENTAL DR,-111.93306137935971,33.45834084390831
E CONTINENTAL MOUNTAIN DR,-111.93205516977667,33.85991370616887
E COOLIDGE ST,-111.91324956025156,33.50557130822048
E COPPER WYND DR,-111.76184832510008,33.60358708968556
E COPPERCLOUD DR,-111.90125179866845,33.67205158128539
E CORDIA LN,-111.97463516751125,33.742573266098454
E CORNERSTONE DR,-111.86908401597371,33.64965851919959
E CORONA DR,-111.75912189559077,33.62645346280725
E CORONADO RD,-111.91981618200988,33.46780161039412
E CORONADO TR,-111.90175654156242,33.844745894873526
E CORRAL LN,-111.8734804375911,33.68144602370295
E CORRINE DR,-111.9035300686866,33.60192470995366
E CORTANTE,-111.89681557986573,33.75873338791593
E CORTEZ DR,-111.85011721102171,33.59196210867021
E CORTEZ RD,-111.92691268610349,33.59173094421687
E CORTEZ ST,-111.89320547667015,33.59163130342127
E CORVA DR,-111.9189098949087,33.76549993043845
E CORY CR,-111.97293521461245,33.780964180872914
E COSMOS CR,-111.85224818236428,33.634597317210286
E COTSWOLD CT,-111.72363591026173,33.61461193906226
E COTTON LN,-111.87789780858861,33.71863229014842
E COTTONTAIL LN,-111.84053945377565,33.721741230451045
E COTTONTAIL RD,-111.83260386350928,33.86658762730504
E COTTONTAIL RUN,-111.97420208794374,33.54072625388369
E COUNTRY CLUB TR,-111.89499869032514,33.691487174264154
E COVEY TR,-111.87905551595007,33.83583783010925
E COW TRACK DR,-111.90080749020505,33.833323036743565
E COYOTE CT,-111.77296652092753,33.63946618975595
E COYOTE PASS,-111.92149622956134,33.80948677123223
E COYOTE RD,-111.78351886613942,33.59333990000135
E COYOTE WASH DR,-111.94950864474181,33.78995305043797
E CRAGGY SPUR LN,-111.86913551491858,33.67391284163391
E CRAIGEND RD,-111.8512260573643,33.70796496629518
E CREEK CANYON RD,-111.97435827991139,33.81621787378089
E CRESCENT MOON DR,-111.85417349012482,33.73129719005885
E CRESTED BUTTE TR,-111.74829888372794,33.57231752276448
E CRESTED CROWN,-111.7614559541337,33.57086391743469
E CRESTED QUAIL RUN,-111.91180454017335,33.837826935259045
E CRESTED SAGUARO LN,-111.93157720933995,33.78951346364716
E CRESTVIEW CT,-111.75947002206283,33.59905320011817
E CRESTVIEW DR,-111.97236118965219,33.552176828732584
E CRESTWOOD WY,-111.9022199568807,33.5137712815746
E CRIMSON SKY TR,-111.92480485483779,33.78738137581462
E CRIMSON TE,-111.9758096368081,33.786862612675776
E CRISSCROSS WY,-111.90928437665426,33.84461516323677
E CROCUS DR,-111.94987778367015,33.61583204111024
E CROSS CANYON WY,-111.8691069848654,33.68269869448823
E CROWN CT,-111.75814308419766,33.59731175645448
E CRYSTAL LN,-111.97884683843763,33.54547229531536
E CRYSTAL POINT DR,-111.7292106204542,33.60323147188595
E CRYSTAL RIDGE DR,-111.72669739784591,33.60147410257481
E CUARENTA CT,-111.93422795001648,33.551823334584874
E CULVER ST,-111.94774376194596,33.462421821576044
E CURRY RD,-111.92368795088683,33.439962989802844
E CYPRESS CR,-111.93982128585,33.47210940735009
E CYPRESS POINT CT,-111.71101245731052,33.57865677030015
E CYPRESS ST,-111.9145290683934,33.47201190682209
E DAHLIA DR,-111.92437330743748,33.60309200178741
E DAISY PASS,-111.86877671106815,33.658889557273525
E DALE LN,-111.90746408767097,33.74497236022512
